id,country_id,year,eci,eci_rank,oppvalue,population,gdp,gni_pc,magic,pc_constant,pc_current,notpc_constant
1,1,1960,,,,54208,,,.0001075,.0001075,.0000184,5.829455
2,3,1960,,,,8774440,,,6.64e-07,6.64e-07,1.14e-07,5.829455
3,4,1960,,,,4965988,,,1.17e-06,1.17e-06,2.01e-07,5.829455
4,5,1960,,,,1618829,,,3.60e-06,3.60e-06,6.18e-07,5.829455
5,7,1960,,,,89608,,,.0000651,.0000651,.0000112,5.829455
6,8,1960,,,,20623998,6.327e+10,3151.919,2.83e-07,2.83e-07,4.85e-08,5.829455
7,9,1960,,,,1867396,,,3.12e-06,3.12e-06,5.36e-07,5.829455
8,10,1960,,,,20012,,,.0002913,.0002913,.00005,5.829455
9,11,1960,,,,54681,,,.0001066,.0001066,.0000183,5.829455
10,12,1960,,,,10276477,1.374e+11,13377.5,5.67e-07,5.67e-07,9.73e-08,5.829455
11,13,1960,,,,7047539,7.655e+10,10786.06,8.27e-07,8.27e-07,1.42e-07,5.829455
12,14,1960,,,,3897889,,,1.50e-06,1.50e-06,2.57e-07,5.829455
13,15,1960,,,,2786740,4.097e+08,,2.09e-06,2.09e-06,3.59e-07,5.829455
14,16,1960,,,,9153489,1.022e+11,11313.81,6.37e-07,6.37e-07,1.09e-07,5.829455
15,17,1960,,,,2431620,9.554e+08,391.5169,2.40e-06,2.40e-06,4.11e-07,5.829455
16,18,1960,,,,4829291,9.101e+08,,1.21e-06,1.21e-06,2.07e-07,5.829455
17,19,1960,,,,49537147,1.254e+10,,1.18e-07,1.18e-07,2.02e-08,5.829455
18,20,1960,,,,7867374,,,7.41e-07,7.41e-07,1.27e-07,5.829455
19,21,1960,,,,162501,,,.0000359,.0000359,6.15e-06,5.829455
20,22,1960,,,,109526,1.466e+09,,.0000532,.0000532,9.13e-06,5.829455
21,23,1960,,,,3305501,,,1.76e-06,1.76e-06,3.03e-07,5.829455
22,24,1960,,,,8198000,,,7.11e-07,7.11e-07,1.22e-07,5.829455
23,25,1960,,,,92068,89096949,,.0000633,.0000633,.0000109,5.829455
24,26,1960,,,,44400,1.070e+09,,.0001313,.0001313,.0000225,5.829455
25,27,1960,,,,3353125,2.932e+09,,1.74e-06,1.74e-06,2.98e-07,5.829455
26,28,1960,,,,72775883,1.257e+11,1726.766,8.01e-08,8.01e-08,1.37e-08,5.829455
27,29,1960,,,,230858,1.130e+09,,.0000253,.0000253,4.33e-06,5.829455
28,30,1960,,,,81817,,,.0000712,.0000712,.0000122,5.829455
29,31,1960,,,,224155,,,.000026,.000026,4.46e-06,5.829455
30,32,1960,,,,524173,1.990e+08,,.0000111,.0000111,1.91e-06,5.829455
31,33,1960,,,,1503501,7.212e+08,,3.88e-06,3.88e-06,6.65e-07,5.829455
32,34,1960,,,,17909009,2.316e+11,12736.59,3.26e-07,3.26e-07,5.58e-08,5.829455
33,35,1960,,,,5327827,,,1.09e-06,1.09e-06,1.88e-07,5.829455
34,36,1960,,,,109419,,,.0000533,.0000533,9.14e-06,5.829455
35,37,1960,,,,7649026,1.896e+10,2333.382,7.62e-07,7.62e-07,1.31e-07,5.829455
36,38,1960,,,,6.671e+08,8.318e+10,,8.74e-09,8.74e-09,1.50e-09,5.829455
37,39,1960,,,,3474724,3.147e+09,914.8991,1.68e-06,1.68e-06,2.88e-07,5.829455
38,40,1960,,,,5361367,3.779e+09,,1.09e-06,1.09e-06,1.87e-07,5.829455
39,41,1960,,,,1013581,9.700e+08,1212.92,5.75e-06,5.75e-06,9.87e-07,5.829455
40,42,1960,,,,16006395,2.324e+10,1444.297,3.64e-07,3.64e-07,6.25e-08,5.829455
41,43,1960,,,,190475,,,.0000306,.0000306,5.25e-06,5.829455
42,44,1960,,,,212247,,,.0000275,.0000275,4.71e-06,5.829455
43,45,1960,,,,1334044,2.458e+09,1823.761,4.37e-06,4.37e-06,7.50e-07,5.829455
44,46,1960,,,,7141130,,,8.16e-07,8.16e-07,1.40e-07,5.829455
45,47,1960,,,,7867,,,.000741,.000741,.0001271,5.829455
46,48,1960,,,,572929,,,.0000102,.0000102,1.75e-06,5.829455
47,49,1960,,,,9602006,,,6.07e-07,6.07e-07,1.04e-07,5.829455
48,50,1960,,,,72814900,,,8.01e-08,8.01e-08,1.37e-08,5.829455
49,51,1960,,,,83636,,,.0000697,.0000697,.000012,5.829455
50,52,1960,,,,60016,,,.0000971,.0000971,.0000167,5.829455
51,53,1960,,,,4579603,7.889e+10,,1.27e-06,1.27e-06,2.18e-07,5.829455
52,54,1960,,,,3311788,3.594e+09,1072.727,1.76e-06,1.76e-06,3.02e-07,5.829455
53,55,1960,,,,11277757,1.991e+10,1894.421,5.17e-07,5.17e-07,8.87e-08,5.829455
54,56,1960,,,,8.973e+08,1.560e+11,,6.50e-09,6.50e-09,1.11e-09,5.829455
55,57,1960,,,,1.043e+09,1.035e+12,968.3295,5.59e-09,5.59e-09,9.58e-10,5.829455
56,58,1960,,,,1.654e+08,,,3.52e-08,3.52e-08,6.04e-09,5.829455
57,59,1960,,,,6.675e+08,4.286e+12,,8.73e-09,8.73e-09,1.50e-09,5.829455
58,60,1960,,,,4514593,7.192e+09,1548.513,1.29e-06,1.29e-06,2.22e-07,5.829455
59,61,1960,,,,27997745,9.069e+09,,2.08e-07,2.08e-07,3.57e-08,5.829455
60,62,1960,,,,2.603e+08,2.445e+12,9381.591,2.24e-08,2.24e-08,3.84e-09,5.829455
61,63,1960,,,,1404810,,,4.15e-06,4.15e-06,7.12e-07,5.829455
62,64,1960,,,,30455000,1.876e+11,6129.742,1.91e-07,1.91e-07,3.28e-08,5.829455
63,65,1960,,,,1215650,,,4.80e-06,4.80e-06,8.23e-07,5.829455
64,66,1960,,,,22151218,,,2.63e-07,2.63e-07,4.51e-08,5.829455
65,67,1960,,,,4429634,4.569e+10,10311.03,1.32e-06,1.32e-06,2.26e-07,5.829455
66,68,1960,,,,393383,6.922e+08,,.0000148,.0000148,2.54e-06,5.829455
67,69,1960,,,,46647521,5.203e+11,11250.46,1.25e-07,1.25e-07,2.14e-08,5.829455
68,70,1960,,,,34266,,,.0001701,.0001701,.0000292,5.829455
69,71,1960,,,,44539,,,.0001309,.0001309,.0000225,5.829455
70,72,1960,,,,498823,1.392e+09,2795.285,.0000117,.0000117,2.00e-06,5.829455
71,73,1960,,,,52400000,7.063e+11,,1.11e-07,1.11e-07,1.91e-08,5.829455
72,74,1960,,,,3645600,,,1.60e-06,1.60e-06,2.74e-07,5.829455
73,75,1960,,,,6652516,3.204e+09,,8.76e-07,8.76e-07,1.50e-07,5.829455
74,77,1960,,,,3576684,,,1.63e-06,1.63e-06,2.80e-07,5.829455
75,78,1960,,,,367929,,,.0000158,.0000158,2.72e-06,5.829455
76,79,1960,,,,635956,,,9.17e-06,9.17e-06,1.57e-06,5.829455
77,80,1960,,,,252115,,,.0000231,.0000231,3.97e-06,5.829455
78,81,1960,,,,8331725,4.466e+10,5420.603,7.00e-07,7.00e-07,1.20e-07,5.829455
79,82,1960,,,,89861,,,.0000649,.0000649,.0000111,5.829455
80,83,1960,,,,32500,,,.0001794,.0001794,.0000308,5.829455
81,84,1960,,,,4140636,4.848e+09,1157.423,1.41e-06,1.41e-06,2.42e-07,5.829455
82,85,1960,,,,66741,,,.0000873,.0000873,.000015,5.829455
83,86,1960,,,,560296,4.312e+08,,.0000104,.0000104,1.78e-06,5.829455
84,87,1960,,,,8.685e+08,7.985e+12,,6.71e-09,6.71e-09,1.15e-09,5.829455
85,88,1960,,,,3075605,,,1.90e-06,1.90e-06,3.25e-07,5.829455
86,89,1960,,,,2002333,1.629e+09,830.142,2.91e-06,2.91e-06,4.99e-07,5.829455
87,90,1960,,,,1.618e+08,6.293e+10,,3.60e-08,3.60e-08,6.18e-09,5.829455
88,91,1960,,,,4140000,,,1.41e-06,1.41e-06,2.42e-07,5.829455
89,92,1960,,,,3869288,,,1.51e-06,1.51e-06,2.58e-07,5.829455
90,93,1960,,,,9983967,2.034e+10,2037.07,5.84e-07,5.84e-07,1.00e-07,5.829455
91,94,1960,,,,88692697,2.537e+10,287.1246,6.57e-08,6.57e-08,1.13e-08,5.829455
92,96,1960,,,,4.496e+08,1.027e+11,227.4191,1.30e-08,1.30e-08,2.22e-09,5.829455
93,97,1960,,,,2828600,,,2.06e-06,2.06e-06,3.54e-07,5.829455
94,98,1960,,,,21958460,,,2.65e-07,2.65e-07,4.55e-08,5.829455
95,99,1960,,,,7289759,,,8.00e-07,8.00e-07,1.37e-07,5.829455
96,100,1960,,,,175574,2.697e+09,15297.88,.0000332,.0000332,5.70e-06,5.829455
97,101,1960,,,,2114020,1.192e+10,,2.76e-06,2.76e-06,4.73e-07,5.829455
98,102,1960,,,,50199700,4.523e+11,9034.179,1.16e-07,1.16e-07,1.99e-08,5.829455
99,103,1960,,,,1629003,,,3.58e-06,3.58e-06,6.14e-07,5.829455
100,104,1960,,,,844000,,,6.91e-06,6.91e-06,1.18e-06,5.829455
101,105,1960,,,,92500572,6.549e+11,7045.279,6.30e-08,6.30e-08,1.08e-08,5.829455
102,106,1960,,,,9995997,,,5.83e-07,5.83e-07,1.00e-07,5.829455
103,107,1960,,,,8105440,2.611e+09,310.5523,7.19e-07,7.19e-07,1.23e-07,5.829455
104,108,1960,,,,2172300,,,2.68e-06,2.68e-06,4.60e-07,5.829455
105,109,1960,,,,5720019,,,1.02e-06,1.02e-06,1.75e-07,5.829455
106,110,1960,,,,32970,,,.0001768,.0001768,.0000303,5.829455
107,111,1960,,,,51197,,,.0001139,.0001139,.0000195,5.829455
108,112,1960,,,,25074152,3.679e+10,1486.19,2.32e-07,2.32e-07,3.99e-08,5.829455
109,113,1960,,,,947000,,,6.16e-06,6.16e-06,1.06e-06,5.829455
110,114,1960,,,,261994,,,.0000223,.0000223,3.82e-06,5.829455
111,115,1960,,,,2.057e+08,4.521e+11,2124.63,2.83e-08,2.83e-08,4.86e-09,5.829455
112,116,1960,,,,2119731,,,2.75e-06,2.75e-06,4.72e-07,5.829455
113,117,1960,,,,1804927,,,3.23e-06,3.23e-06,5.54e-07,5.829455
114,118,1960,,,,1120314,6.185e+08,,5.20e-06,5.20e-06,8.93e-07,5.829455
115,119,1960,,,,1428435,,,4.08e-06,4.08e-06,7.00e-07,5.829455
116,120,1960,,,,89901,,,.0000648,.0000648,.0000111,5.829455
117,121,1960,,,,2.197e+08,4.984e+11,2213.888,2.65e-08,2.65e-08,4.55e-09,5.829455
118,122,1960,,,,2.413e+08,,,2.42e-08,2.42e-08,4.14e-09,5.829455
119,123,1960,,,,2.397e+08,,,2.43e-08,2.43e-08,4.17e-09,5.829455
120,124,1960,,,,16504,,,.0003532,.0003532,.0000606,5.829455
121,125,1960,,,,9896000,3.332e+09,,5.89e-07,5.89e-07,1.01e-07,5.829455
122,126,1960,,,,8.655e+08,3.147e+11,,6.73e-09,6.73e-09,1.16e-09,5.829455
123,127,1960,,,,2.168e+09,1.188e+12,,2.69e-09,2.69e-09,4.61e-10,5.829455
124,128,1960,,,,851412,1.681e+08,,6.85e-06,6.85e-06,1.17e-06,5.829455
125,129,1960,,,,2778550,,,2.10e-06,2.10e-06,3.60e-07,5.829455
126,130,1960,,,,313970,6.705e+09,14032.63,.0000186,.0000186,3.19e-06,5.829455
127,131,1960,,,,2120979,,,2.75e-06,2.75e-06,4.71e-07,5.829455
128,132,1960,,,,171456,,,.000034,.000034,5.83e-06,5.829455
129,133,1960,,,,12328534,9.499e+09,,4.73e-07,4.73e-07,8.11e-08,5.829455
130,134,1960,,,,22454,,,.0002596,.0002596,.0000445,5.829455
131,135,1960,,,,2544000,,,2.29e-06,2.29e-06,3.93e-07,5.829455
132,136,1960,,,,5099371,2.424e+09,457.838,1.14e-06,1.14e-06,1.96e-07,5.829455
133,137,1960,,,,88960,,,.0000655,.0000655,.0000112,5.829455
134,138,1960,,,,1.066e+08,,,5.47e-08,5.47e-08,9.39e-09,5.829455
135,139,1960,,,,38676974,1.282e+11,3216.74,1.51e-07,1.51e-07,2.59e-08,5.829455
136,140,1960,,,,14665,,,.0003975,.0003975,.0000682,5.829455
137,141,1960,,,,1.929e+09,1.133e+12,,3.02e-09,3.02e-09,5.19e-10,5.829455
138,142,1960,,,,1471139,,,3.96e-06,3.96e-06,6.80e-07,5.829455
139,143,1960,,,,5098942,,,1.14e-06,1.14e-06,1.96e-07,5.829455
140,144,1960,,,,326550,,,.0000179,.0000179,3.06e-06,5.829455
141,145,1960,,,,21486424,,,2.71e-07,2.71e-07,4.65e-08,5.829455
142,146,1960,,,,98926516,,,5.89e-08,5.89e-08,1.01e-08,5.829455
143,147,1960,,,,479099,,,.0000122,.0000122,2.09e-06,5.829455
144,148,1960,,,,955508,,,6.10e-06,6.10e-06,1.05e-06,5.829455
145,149,1960,,,,10070,,,.0005789,.0005789,.0000993,5.829455
146,150,1960,,,,7647284,,,7.62e-07,7.62e-07,1.31e-07,5.829455
147,151,1960,,,,858316,4.300e+08,,6.79e-06,6.79e-06,1.17e-06,5.829455
148,152,1960,,,,659351,,,8.84e-06,8.84e-06,1.52e-06,5.829455
149,153,1960,,,,3525127,4.998e+08,,1.65e-06,1.65e-06,2.84e-07,5.829455
150,154,1960,,,,8160975,8.051e+09,948.6556,7.14e-07,7.14e-07,1.23e-07,5.829455
151,156,1960,,,,1.986e+08,3.027e+12,,2.93e-08,2.93e-08,5.03e-09,5.829455
152,157,1960,,,,602545,,,9.67e-06,9.67e-06,1.66e-06,5.829455
153,158,1960,,,,79000,,,.0000738,.0000738,.0000127,5.829455
154,159,1960,,,,3337141,1.590e+09,,1.75e-06,1.75e-06,3.00e-07,5.829455
155,160,1960,,,,45211614,2.528e+10,,1.29e-07,1.29e-07,2.21e-08,5.829455
156,161,1960,,,,1774574,2.230e+09,1219.972,3.28e-06,3.28e-06,5.64e-07,5.829455
157,162,1960,,,,11486631,1.527e+11,13366.47,5.07e-07,5.07e-07,8.71e-08,5.829455
158,163,1960,,,,1.577e+08,,,3.70e-08,3.70e-08,6.34e-09,5.829455
159,164,1960,,,,3581239,6.207e+10,17077.66,1.63e-06,1.63e-06,2.79e-07,5.829455
160,165,1960,,,,9544938,1.697e+09,,6.11e-07,6.11e-07,1.05e-07,5.829455
161,166,1960,,,,2371800,,,2.46e-06,2.46e-06,4.22e-07,5.829455
162,167,1960,,,,7.108e+08,7.549e+12,,8.20e-09,8.20e-09,1.41e-09,5.829455
163,168,1960,,,,551737,7.049e+08,,.0000106,.0000106,1.81e-06,5.829455
164,169,1960,,,,45540594,9.990e+09,,1.28e-07,1.28e-07,2.20e-08,5.829455
165,170,1960,,,,1136090,2.080e+09,,5.13e-06,5.13e-06,8.80e-07,5.829455
166,171,1960,,,,9931518,1.984e+10,1935.606,5.87e-07,5.87e-07,1.01e-07,5.829455
167,172,1960,,,,26271731,1.829e+10,685.9313,2.22e-07,2.22e-07,3.81e-08,5.829455
168,173,1960,,,,9638,,,.0006048,.0006048,.0001038,5.829455
169,174,1960,,,,1966957,1.075e+09,,2.96e-06,2.96e-06,5.08e-07,5.829455
170,175,1960,,,,29637450,,,1.97e-07,1.97e-07,3.37e-08,5.829455
171,176,1960,,,,2358000,1.042e+10,,2.47e-06,2.47e-06,4.24e-07,5.829455
172,177,1960,,,,11424179,,,5.10e-07,5.10e-07,8.75e-08,5.829455
173,178,1960,,,,8857716,3.293e+10,3693.795,6.58e-07,6.58e-07,1.13e-07,5.829455
174,179,1960,,,,1907041,1.086e+09,,3.06e-06,3.06e-06,5.24e-07,5.829455
175,180,1960,,,,78083,,,.0000747,.0000747,.0000128,5.829455
176,181,1960,,,,47316,,,.0001232,.0001232,.0000211,5.829455
177,182,1960,,,,18406905,,,3.17e-07,3.17e-07,5.43e-08,5.829455
178,183,1960,,,,1.199e+08,,,4.86e-08,4.86e-08,8.34e-09,5.829455
179,184,1960,,,,2933424,6.356e+08,,1.99e-06,1.99e-06,3.41e-07,5.829455
180,185,1960,,,,5.732e+08,1.312e+11,227.9049,1.02e-08,1.02e-08,1.74e-09,5.829455
181,186,1960,,,,4072110,,,1.43e-06,1.43e-06,2.46e-07,5.829455
182,187,1960,,,,7527450,5.325e+09,511.8146,7.74e-07,7.74e-07,1.33e-07,5.829455
183,188,1960,,,,3177737,2.771e+09,,1.83e-06,1.83e-06,3.15e-07,5.829455
184,189,1960,,,,1646000,4.058e+09,,3.54e-06,3.54e-06,6.08e-07,5.829455
185,190,1960,,,,117869,,,.0000495,.0000495,8.48e-06,5.829455
186,191,1960,,,,2160111,7.126e+08,,2.70e-06,2.70e-06,4.63e-07,5.829455
187,192,1960,,,,2772970,,,2.10e-06,2.10e-06,3.61e-07,5.829455
188,193,1960,,,,15393,,,.0003787,.0003787,.000065,5.829455
189,194,1960,,,,2756380,,,2.11e-06,2.11e-06,3.63e-07,5.829455
190,195,1960,,,,6859951.6,,,8.50e-07,8.50e-07,1.46e-07,5.829455
191,196,1960,,,,2.276e+08,1.498e+11,,2.56e-08,2.56e-08,4.39e-09,5.829455
192,197,1960,,,,2.278e+08,1.499e+11,,2.56e-08,2.56e-08,4.39e-09,5.829455
193,198,1960,,,,64255,,,.0000907,.0000907,.0000156,5.829455
194,199,1960,,,,290137,,,.0000201,.0000201,3.45e-06,5.829455
195,200,1960,,,,4068095,,,1.43e-06,1.43e-06,2.46e-07,5.829455
196,201,1960,,,,1584720,,,3.68e-06,3.68e-06,6.31e-07,5.829455
197,202,1960,,,,7484656,1.116e+11,15154.73,7.79e-07,7.79e-07,1.34e-07,5.829455
198,203,1960,,,,349233,,,.0000167,.0000167,2.86e-06,5.829455
199,204,1960,,,,41700,1.385e+08,,.0001398,.0001398,.000024,5.829455
200,205,1960,,,,4592777,2.586e+09,,1.27e-06,1.27e-06,2.18e-07,5.829455
201,206,1960,,,,5724,,,.0010184,.0010184,.0001747,5.829455
202,207,1960,,,,3002596,1.652e+09,384.145,1.94e-06,1.94e-06,3.33e-07,5.829455
203,208,1960,,,,1580513,4.307e+08,270.6867,3.69e-06,3.69e-06,6.33e-07,5.829455
204,209,1960,,,,27362310,,,2.13e-07,2.13e-07,3.65e-08,5.829455
205,210,1960,,,,2064035,,,2.82e-06,2.82e-06,4.84e-07,5.829455
206,211,1960,,,,1593501,,,3.66e-06,3.66e-06,6.28e-07,5.829455
207,213,1960,,,,61600,,,.0000946,.0000946,.0000162,5.829455
208,214,1960,,,,848481,3.778e+09,,6.87e-06,6.87e-06,1.18e-06,5.829455
209,215,1960,,,,4220701,,,1.38e-06,1.38e-06,2.37e-07,5.829455
210,216,1960,,,,27553280,6.463e+10,,2.12e-07,2.12e-07,3.63e-08,5.829455
211,217,1960,,,,6104,,,.000955,.000955,.0001638,5.829455
212,218,1960,,,,10074490,,,5.79e-07,5.79e-07,9.93e-08,5.829455
213,219,1960,,,,6788211,,,8.59e-07,8.59e-07,1.47e-07,5.829455
214,220,1960,,,,42662162,,,1.37e-07,1.37e-07,2.34e-08,5.829455
215,221,1960,,,,1.063e+09,8.228e+11,,5.48e-09,5.48e-09,9.41e-10,5.829455
216,222,1960,,,,2538779,8.002e+09,3129.809,2.30e-06,2.30e-06,3.94e-07,5.829455
217,223,1960,,,,1.807e+08,2.795e+12,,3.23e-08,3.23e-08,5.53e-09,5.829455
218,224,1960,,,,8558503,,,6.81e-07,6.81e-07,1.17e-07,5.829455
219,225,1960,,,,80948,1.228e+08,,.000072,.000072,.0000124,5.829455
220,226,1960,,,,7580281,4.503e+10,,7.69e-07,7.69e-07,1.32e-07,5.829455
221,227,1960,,,,32000,,,.0001822,.0001822,.0000313,5.829455
222,228,1960,,,,34743000,,,1.68e-07,1.68e-07,2.88e-08,5.829455
223,229,1960,,,,63701,,,.0000915,.0000915,.0000157,5.829455
224,230,1960,,,,352901.04,,,.0000165,.0000165,2.83e-06,5.829455
225,231,1960,,,,3.037e+09,9.189e+12,,1.92e-09,1.92e-09,3.29e-10,5.829455
226,232,1960,,,,108645,,,.0000537,.0000537,9.20e-06,5.829455
227,233,1960,,,,5099785,,,1.14e-06,1.14e-06,1.96e-07,5.829455
228,234,1960,,,,17396000,5.906e+10,3249.326,3.35e-07,3.35e-07,5.75e-08,5.829455
229,236,1960,,,,3082627,2.907e+09,831.0663,1.89e-06,1.89e-06,3.24e-07,5.829455
230,237,1960,,,,3752390,1.843e+09,,1.55e-06,1.55e-06,2.66e-07,5.829455
231,339,1960,,,,2955044,,,1.97e-06,1.97e-06,3.38e-07,5.829455
232,345,1960,,,,499681,,,.0000117,.0000117,2.00e-06,5.829455
233,1,1961,,,,55435,,,.0001055,.0001055,.000018,5.85001
234,3,1961,,,,8953544,,,6.53e-07,6.53e-07,1.12e-07,5.85001
235,4,1961,,,,5056688,,,1.16e-06,1.16e-06,1.98e-07,5.85001
236,5,1961,,,,1668531,,,3.51e-06,3.51e-06,5.99e-07,5.85001
237,7,1961,,,,97727,,,.0000599,.0000599,.0000102,5.85001
238,8,1961,,,,20959241,6.671e+10,3270.745,2.79e-07,2.79e-07,4.77e-08,5.85001
239,9,1961,,,,1934239,,,3.02e-06,3.02e-06,5.17e-07,5.85001
240,10,1961,,,,20478,,,.0002857,.0002857,.0000488,5.85001
241,11,1961,,,,55403,,,.0001056,.0001056,.000018,5.85001
242,12,1961,,,,10483000,1.408e+11,13407.03,5.58e-07,5.58e-07,9.54e-08,5.85001
243,13,1961,,,,7086299,8.079e+10,11320.66,8.26e-07,8.26e-07,1.41e-07,5.85001
244,14,1961,,,,4030130,,,1.45e-06,1.45e-06,2.48e-07,5.85001
245,15,1961,,,,2840375,3.534e+08,,2.06e-06,2.06e-06,3.52e-07,5.85001
246,16,1961,,,,9183948,1.073e+11,11806.34,6.37e-07,6.37e-07,1.09e-07,5.85001
247,17,1961,,,,2466002,9.854e+08,398.223,2.37e-06,2.37e-06,4.06e-07,5.85001
248,18,1961,,,,4894578,9.469e+08,,1.20e-06,1.20e-06,2.04e-07,5.85001
249,19,1961,,,,50953503,1.329e+10,,1.15e-07,1.15e-07,1.96e-08,5.85001
250,20,1961,,,,7943118,,,7.36e-07,7.36e-07,1.26e-07,5.85001
251,21,1961,,,,167924,,,.0000348,.0000348,5.96e-06,5.85001
252,22,1961,,,,115108,1.622e+09,,.0000508,.0000508,8.69e-06,5.85001
253,23,1961,,,,3358202,,,1.74e-06,1.74e-06,2.98e-07,5.85001
254,24,1961,,,,8271216,,,7.07e-07,7.07e-07,1.21e-07,5.85001
255,25,1961,,,,94701,93455819,,.0000618,.0000618,.0000106,5.85001
256,26,1961,,,,45500,1.121e+09,,.0001286,.0001286,.000022,5.85001
257,27,1961,,,,3428270,2.993e+09,,1.71e-06,1.71e-06,2.92e-07,5.85001
258,28,1961,,,,74988037,1.386e+11,1848.033,7.80e-08,7.80e-08,1.33e-08,5.85001
259,29,1961,,,,231599,1.217e+09,,.0000253,.0000253,4.32e-06,5.85001
260,30,1961,,,,85679,,,.0000683,.0000683,.0000117,5.85001
261,31,1961,,,,229348,,,.0000255,.0000255,4.36e-06,5.85001
262,32,1961,,,,536728,2.116e+08,,.0000109,.0000109,1.86e-06,5.85001
263,33,1961,,,,1529229,7.570e+08,,3.83e-06,3.83e-06,6.54e-07,5.85001
264,34,1961,,,,18271000,2.389e+11,12852.86,3.20e-07,3.20e-07,5.47e-08,5.85001
265,35,1961,,,,5434294,,,1.08e-06,1.08e-06,1.84e-07,5.85001
266,36,1961,,,,110399,,,.000053,.000053,9.06e-06,5.85001
267,37,1961,,,,7845746,1.973e+10,2369.896,7.46e-07,7.46e-07,1.27e-07,5.85001
268,38,1961,,,,6.603e+08,6.064e+10,,8.86e-09,8.86e-09,1.51e-09,5.85001
269,39,1961,,,,3602075,3.460e+09,939.3753,1.62e-06,1.62e-06,2.78e-07,5.85001
270,40,1961,,,,5474509,3.823e+09,,1.07e-06,1.07e-06,1.83e-07,5.85001
271,41,1961,,,,1039958,1.051e+09,1278.216,5.63e-06,5.63e-06,9.62e-07,5.85001
272,42,1961,,,,16488996,2.447e+10,1474.792,3.55e-07,3.55e-07,6.06e-08,5.85001
273,43,1961,,,,193754,,,.0000302,.0000302,5.16e-06,5.85001
274,44,1961,,,,217150,,,.0000269,.0000269,4.61e-06,5.85001
275,45,1961,,,,1381532,2.434e+09,1741.463,4.23e-06,4.23e-06,7.24e-07,5.85001
276,46,1961,,,,7289830,,,8.02e-07,8.02e-07,1.37e-07,5.85001
277,47,1961,,,,8026,,,.0007289,.0007289,.0001246,5.85001
278,48,1961,,,,576395,,,.0000101,.0000101,1.73e-06,5.85001
279,49,1961,,,,9586651,,,6.10e-07,6.10e-07,1.04e-07,5.85001
280,50,1961,,,,73377632,,,7.97e-08,7.97e-08,1.36e-08,5.85001
281,51,1961,,,,88499,,,.0000661,.0000661,.0000113,5.85001
282,52,1961,,,,61035,,,.0000958,.0000958,.0000164,5.85001
283,53,1961,,,,4611687,8.392e+10,,1.27e-06,1.27e-06,2.17e-07,5.85001
284,54,1961,,,,3424702,3.511e+09,1002.422,1.71e-06,1.71e-06,2.92e-07,5.85001
285,55,1961,,,,11560650,1.720e+10,1584.729,5.06e-07,5.06e-07,8.65e-08,5.85001
286,56,1961,,,,8.965e+08,1.340e+11,,6.53e-09,6.53e-09,1.12e-09,5.85001
287,57,1961,,,,1.046e+09,1.104e+12,1060.473,5.59e-09,5.59e-09,9.56e-10,5.85001
288,58,1961,,,,1.685e+08,,,3.47e-08,3.47e-08,5.94e-09,5.85001
289,59,1961,,,,6.752e+08,4.517e+12,,8.66e-09,8.66e-09,1.48e-09,5.85001
290,60,1961,,,,4644682,7.303e+09,1524.22,1.26e-06,1.26e-06,2.15e-07,5.85001
291,61,1961,,,,28785879,9.469e+09,,2.03e-07,2.03e-07,3.47e-08,5.85001
292,62,1961,,,,2.627e+08,2.608e+12,9908.498,2.23e-08,2.23e-08,3.81e-09,5.85001
293,63,1961,,,,1438217,,,4.07e-06,4.07e-06,6.95e-07,5.85001
294,64,1961,,,,30739250,2.098e+11,6794.056,1.90e-07,1.90e-07,3.25e-08,5.85001
295,65,1961,,,,1230050,,,4.76e-06,4.76e-06,8.13e-07,5.85001
296,66,1961,,,,22671134,,,2.58e-07,2.58e-07,4.41e-08,5.85001
297,67,1961,,,,4461005,4.916e+10,11010.17,1.31e-06,1.31e-06,2.24e-07,5.85001
298,68,1961,,,,407152,7.165e+08,,.0000144,.0000144,2.46e-06,5.85001
299,69,1961,,,,47293811,5.490e+11,11699.97,1.24e-07,1.24e-07,2.11e-08,5.85001
300,70,1961,,,,34730,,,.0001684,.0001684,.0000288,5.85001
301,71,1961,,,,45956,,,.0001273,.0001273,.0000218,5.85001
302,72,1961,,,,503762,1.598e+09,3164.378,.0000116,.0000116,1.99e-06,5.85001
303,73,1961,,,,52800000,7.245e+11,,1.11e-07,1.11e-07,1.89e-08,5.85001
304,74,1961,,,,3703600,,,1.58e-06,1.58e-06,2.70e-07,5.85001
305,75,1961,,,,6866780,3.314e+09,,8.52e-07,8.52e-07,1.46e-07,5.85001
306,77,1961,,,,3632778,,,1.61e-06,1.61e-06,2.75e-07,5.85001
307,78,1961,,,,376736,,,.0000155,.0000155,2.65e-06,5.85001
308,79,1961,,,,642182,,,9.11e-06,9.11e-06,1.56e-06,5.85001
309,80,1961,,,,255100,,,.0000229,.0000229,3.92e-06,5.85001
310,81,1961,,,,8398050,4.963e+10,5986.504,6.97e-07,6.97e-07,1.19e-07,5.85001
311,82,1961,,,,91260,,,.0000641,.0000641,.000011,5.85001
312,83,1961,,,,33700,,,.0001736,.0001736,.0000297,5.85001
313,84,1961,,,,4253298,5.056e+09,1173.616,1.38e-06,1.38e-06,2.35e-07,5.85001
314,85,1961,,,,68073,,,.0000859,.0000859,.0000147,5.85001
