id,country_id,year,eci,eci_rank,oppvalue,population,gdp,gni_pc,magic,pc_constant,pc_current,notpc_constant
2779,233,1971,,,,6193897,,,7.83e-07,7.83e-07,1.61e-07,4.849289
2780,234,1971,,,,22602373,1.101e+11,4719.992,2.15e-07,2.15e-07,4.42e-08,4.849289
2781,236,1971,,,,4333234,4.178e+09,988.3737,1.12e-06,1.12e-06,2.31e-07,4.849289
2782,237,1971,,,,5385328,3.689e+09,,9.00e-07,9.00e-07,1.86e-07,4.849289
2783,339,1971,,,,3733619,,,1.30e-06,1.30e-06,2.68e-07,4.849289
2784,345,1971,,,,620138,,,7.82e-06,7.82e-06,1.61e-06,4.849289
2785,1,1972,,,,59849,,,.0000776,.0000776,.0000167,4.644308
2786,3,1972,,,,11644377,,,3.99e-07,3.99e-07,8.59e-08,4.644308
2787,4,1972,,,,6180863,,,7.51e-07,7.51e-07,1.62e-07,4.644308
2788,5,1972,,,,2251320,,,2.06e-06,2.06e-06,4.44e-07,4.644308
2789,7,1972,,,,322439,,,.0000144,.0000144,3.10e-06,4.644308
2790,8,1972,,,,24785830,9.945e+10,3954.89,1.87e-07,1.87e-07,4.03e-08,4.644308
2791,9,1972,,,,2643464,,,1.76e-06,1.76e-06,3.78e-07,4.644308
2792,10,1972,,,,28490,,,.000163,.000163,.0000351,4.644308
2793,11,1972,,,,67205,,,.0000691,.0000691,.0000149,4.644308
2794,12,1972,,,,13177000,2.441e+11,18425.21,3.52e-07,3.52e-07,7.59e-08,4.644308
2795,13,1972,,,,7544201,1.350e+11,17756.25,6.16e-07,6.16e-07,1.33e-07,4.644308
2796,14,1972,,,,5393176,,,8.61e-07,8.61e-07,1.85e-07,4.644308
2797,15,1972,,,,3547335,6.052e+08,,1.31e-06,1.31e-06,2.82e-07,4.644308
2798,16,1972,,,,9711115,1.800e+11,18669.32,4.78e-07,4.78e-07,1.03e-07,4.644308
2799,17,1972,,,,3039300,1.340e+09,438.2407,1.53e-06,1.53e-06,3.29e-07,4.644308
2800,18,1972,,,,5825171,1.259e+09,215.5136,7.97e-07,7.97e-07,1.72e-07,4.644308
2801,19,1972,,,,68730070,1.507e+10,,6.76e-08,6.76e-08,1.45e-08,4.644308
2802,20,1972,,,,8576200,,,5.42e-07,5.42e-07,1.17e-07,4.644308
2803,21,1972,,,,229588,,,.0000202,.0000202,4.36e-06,4.644308
2804,22,1972,,,,177844,3.158e+09,,.0000261,.0000261,5.62e-06,4.644308
2805,23,1972,,,,3799098,,,1.22e-06,1.22e-06,2.63e-07,4.644308
2806,24,1972,,,,9188968,,,5.05e-07,5.05e-07,1.09e-07,4.644308
2807,25,1972,,,,127148,1.689e+08,,.0000365,.0000365,7.86e-06,4.644308
2808,26,1972,,,,54200,2.110e+09,,.0000857,.0000857,.0000185,4.644308
2809,27,1972,,,,4429194,4.331e+09,1021.564,1.05e-06,1.05e-06,2.26e-07,4.644308
2810,28,1972,,,,1.008e+08,2.843e+11,2796.953,4.61e-08,4.61e-08,9.92e-09,4.644308
2811,29,1972,,,,241367,2.248e+09,,.0000192,.0000192,4.14e-06,4.644308
2812,30,1972,,,,141827,,,.0000327,.0000327,7.05e-06,4.644308
2813,31,1972,,,,312823,,,.0000148,.0000148,3.20e-06,4.644308
2814,32,1972,,,,740118,7.217e+08,,6.28e-06,6.28e-06,1.35e-06,4.644308
2815,33,1972,,,,1900665,8.829e+08,,2.44e-06,2.44e-06,5.26e-07,4.644308
2816,34,1972,,,,21993631,4.194e+11,18819.01,2.11e-07,2.11e-07,4.55e-08,4.644308
2817,35,1972,,,,6260956,,,7.42e-07,7.42e-07,1.60e-07,4.644308
2818,36,1972,,,,123611,,,.0000376,.0000376,8.09e-06,4.644308
2819,37,1972,,,,9929560,3.069e+10,2968.87,4.68e-07,4.68e-07,1.01e-07,4.644308
2820,38,1972,,,,8.620e+08,1.314e+11,,5.39e-09,5.39e-09,1.16e-09,4.644308
2821,39,1972,,,,5747633,8.280e+09,1381.559,8.08e-07,8.08e-07,1.74e-07,4.644308
2822,40,1972,,,,7134374,4.917e+09,634.7064,6.51e-07,6.51e-07,1.40e-07,4.644308
2823,41,1972,,,,1418556,1.703e+09,1523.643,3.27e-06,3.27e-06,7.05e-07,4.644308
2824,42,1972,,,,22404289,4.426e+10,1923.792,2.07e-07,2.07e-07,4.46e-08,4.644308
2825,43,1972,,,,241769,,,.0000192,.0000192,4.14e-06,4.644308
2826,44,1972,,,,293218,,,.0000158,.0000158,3.41e-06,4.644308
2827,45,1972,,,,1911212,5.110e+09,2592.686,2.43e-06,2.43e-06,5.23e-07,4.644308
2828,46,1972,,,,9025344,1.923e+10,2088.189,5.15e-07,5.15e-07,1.11e-07,4.644308
2829,47,1972,,,,10137,,,.0004582,.0004582,.0000986,4.644308
2830,48,1972,,,,628000,,,7.40e-06,7.40e-06,1.59e-06,4.644308
2831,49,1972,,,,9867632,,,4.71e-07,4.71e-07,1.01e-07,4.644308
2832,50,1972,,,,78688452,1.424e+12,18160.26,5.90e-08,5.90e-08,1.27e-08,4.644308
2833,51,1972,,,,179224,,,.0000259,.0000259,5.58e-06,4.644308
2834,52,1972,,,,71737,,,.0000647,.0000647,.0000139,4.644308
2835,53,1972,,,,4991596,1.311e+11,26324.47,9.30e-07,9.30e-07,2.00e-07,4.644308
2836,54,1972,,,,4780283,7.712e+09,1643.121,9.72e-07,9.72e-07,2.09e-07,4.644308
2837,55,1972,,,,15511892,3.212e+10,2062.167,2.99e-07,2.99e-07,6.45e-08,4.644308
2838,56,1972,,,,1.175e+09,2.640e+11,,3.95e-09,3.95e-09,8.51e-10,4.644308
2839,57,1972,,,,1.354e+09,2.539e+12,1896.77,3.43e-09,3.43e-09,7.39e-10,4.644308
2840,58,1972,,,,1.999e+08,,,2.32e-08,2.32e-08,5.00e-09,4.644308
2841,59,1972,,,,7.496e+08,7.554e+12,10014.54,6.20e-09,6.20e-09,1.33e-09,4.644308
2842,60,1972,,,,6376333,1.188e+10,1832.071,7.28e-07,7.28e-07,1.57e-07,4.644308
2843,61,1972,,,,37945429,1.621e+10,423.0296,1.22e-07,1.22e-07,2.64e-08,4.644308
2844,62,1972,,,,2.851e+08,4.678e+12,16356.92,1.63e-08,1.63e-08,3.51e-09,4.644308
2845,63,1972,,,,1891998,,,2.45e-06,2.45e-06,5.29e-07,4.644308
2846,64,1972,,,,34502705,4.338e+11,12481.46,1.35e-07,1.35e-07,2.90e-08,4.644308
2847,65,1972,,,,1392518,,,3.34e-06,3.34e-06,7.18e-07,4.644308
2848,66,1972,,,,30135531,,,1.54e-07,1.54e-07,3.32e-08,4.644308
2849,67,1972,,,,4639657,7.893e+10,16847.44,1.00e-06,1.00e-06,2.16e-07,4.644308
2850,68,1972,,,,542811,1.309e+09,,8.56e-06,8.56e-06,1.84e-06,4.644308
2851,69,1972,,,,52776806,9.849e+11,18781.67,8.80e-08,8.80e-08,1.89e-08,4.644308
2852,70,1972,,,,39360,,,.000118,.000118,.0000254,4.644308
2853,71,1972,,,,62298,,,.0000745,.0000745,.0000161,4.644308
2854,72,1972,,,,611990,3.318e+09,5334.766,7.59e-06,7.59e-06,1.63e-06,4.644308
2855,73,1972,,,,56086065,9.908e+11,17910.41,8.28e-08,8.28e-08,1.78e-08,4.644308
2856,74,1972,,,,4205300,7.330e+09,,1.10e-06,1.10e-06,2.38e-07,4.644308
2857,75,1972,,,,9083737,4.411e+09,,5.11e-07,5.11e-07,1.10e-07,4.644308
2858,77,1972,,,,4285526,,,1.08e-06,1.08e-06,2.33e-07,4.644308
2859,78,1972,,,,474538,1.696e+08,342.382,9.79e-06,9.79e-06,2.11e-06,4.644308
2860,79,1972,,,,718837,2.890e+08,,6.46e-06,6.46e-06,1.39e-06,4.644308
2861,80,1972,,,,274892,,,.0000169,.0000169,3.64e-06,4.644308
2862,81,1972,,,,8888628,1.106e+11,12675.36,5.22e-07,5.22e-07,1.13e-07,4.644308
2863,82,1972,,,,93937,,,.0000494,.0000494,.0000106,4.644308
2864,83,1972,,,,48300,7.846e+08,,.0000962,.0000962,.0000207,4.644308
2865,84,1972,,,,5719315,9.387e+09,1605.11,8.12e-07,8.12e-07,1.75e-07,4.644308
2866,85,1972,,,,87585,,,.000053,.000053,.0000114,4.644308
2867,86,1972,,,,735896,6.078e+08,,6.31e-06,6.31e-06,1.36e-06,4.644308
2868,87,1972,,,,9.900e+08,1.469e+13,14951.27,4.69e-09,4.69e-09,1.01e-09,4.644308
2869,88,1972,,,,4123600,2.621e+10,,1.13e-06,1.13e-06,2.43e-07,4.644308
2870,89,1972,,,,2845261,2.853e+09,971.1747,1.63e-06,1.63e-06,3.51e-07,4.644308
2871,90,1972,,,,2.192e+08,9.535e+10,,2.12e-08,2.12e-08,4.56e-09,4.644308
2872,91,1972,,,,4457000,,,1.04e-06,1.04e-06,2.24e-07,4.644308
2873,92,1972,,,,4880740,,,9.52e-07,9.52e-07,2.05e-07,4.644308
2874,93,1972,,,,10398489,5.439e+10,5177.184,4.47e-07,4.47e-07,9.62e-08,4.644308
2875,94,1972,,,,1.200e+08,4.378e+10,361.2621,3.87e-08,3.87e-08,8.34e-09,4.644308
2876,96,1972,,,,5.808e+08,1.534e+11,262.6094,8.00e-09,8.00e-09,1.72e-09,4.644308
2877,97,1972,,,,3036850,,,1.53e-06,1.53e-06,3.29e-07,4.644308
2878,98,1972,,,,30184173,7.822e+10,2551.173,1.54e-07,1.54e-07,3.31e-08,4.644308
2879,99,1972,,,,10599846,,,4.38e-07,4.38e-07,9.43e-08,4.644308
2880,100,1972,,,,209137,5.090e+09,24205.78,.0000222,.0000222,4.78e-06,4.644308
2881,101,1972,,,,3148000,3.508e+10,,1.48e-06,1.48e-06,3.18e-07,4.644308
2882,102,1972,,,,54381345,8.319e+11,15372.56,8.54e-08,8.54e-08,1.84e-08,4.644308
2883,103,1972,,,,1925162.4,,,2.41e-06,2.41e-06,5.19e-07,4.644308
2884,104,1972,,,,1633558.4,,,2.84e-06,2.84e-06,6.12e-07,4.644308
2885,105,1972,,,,1.072e+08,1.796e+12,16768.31,4.33e-08,4.33e-08,9.33e-09,4.644308
2886,106,1972,,,,13540301,,,3.43e-07,3.43e-07,7.39e-08,4.644308
2887,107,1972,,,,12083159,5.788e+09,470.851,3.84e-07,3.84e-07,8.28e-08,4.644308
2888,108,1972,,,,3088200,,,1.50e-06,1.50e-06,3.24e-07,4.644308
2889,109,1972,,,,7334436,,,6.33e-07,6.33e-07,1.36e-07,4.644308
2890,110,1972,,,,45731,91534935,,.0001016,.0001016,.0000219,4.644308
2891,111,1972,,,,44328,,,.0001048,.0001048,.0000226,4.644308
2892,112,1972,,,,33265648,9.152e+10,2751.577,1.40e-07,1.40e-07,3.01e-08,4.644308
2893,113,1972,,,,1278000,,,3.63e-06,3.63e-06,7.82e-07,4.644308
2894,114,1972,,,,867326,,,5.35e-06,5.35e-06,1.15e-06,4.644308
2895,115,1972,,,,2.840e+08,9.060e+11,3123.871,1.64e-08,1.64e-08,3.52e-09,4.644308
2896,116,1972,,,,2836932,,,1.64e-06,1.64e-06,3.52e-07,4.644308
2897,117,1972,,,,2416743,,,1.92e-06,1.92e-06,4.14e-07,4.644308
2898,118,1972,,,,1497356,1.090e+09,,3.10e-06,3.10e-06,6.68e-07,4.644308
2899,119,1972,,,,2247280,,,2.07e-06,2.07e-06,4.45e-07,4.644308
2900,120,1972,,,,106458,,,.0000436,.0000436,9.39e-06,4.644308
2901,121,1972,,,,3.013e+08,9.896e+11,3217.437,1.54e-08,1.54e-08,3.32e-09,4.644308
2902,122,1972,,,,3.240e+08,,,1.43e-08,1.43e-08,3.09e-09,4.644308
2903,123,1972,,,,3.236e+08,9.053e+10,,1.44e-08,1.44e-08,3.09e-09,4.644308
2904,124,1972,,,,22153,1.019e+09,,.0002096,.0002096,.0000451,4.644308
2905,125,1972,,,,12861000,5.257e+09,,3.61e-07,3.61e-07,7.78e-08,4.644308
2906,126,1972,,,,1.135e+09,5.204e+11,409.3266,4.09e-09,4.09e-09,8.81e-10,4.644308
2907,127,1972,,,,2.850e+09,2.239e+12,,1.63e-09,1.63e-09,3.51e-10,4.644308
2908,128,1972,,,,1075281,2.893e+08,396.6454,4.32e-06,4.32e-06,9.30e-07,4.644308
2909,129,1972,,,,3213622,,,1.45e-06,1.45e-06,3.11e-07,4.644308
2910,130,1972,,,,346600,1.010e+10,20784.22,.0000134,.0000134,2.89e-06,4.644308
2911,131,1972,,,,2395674,7.761e+09,,1.94e-06,1.94e-06,4.17e-07,4.644308
2912,132,1972,,,,254282,,,.0000183,.0000183,3.93e-06,4.644308
2913,133,1972,,,,16611970,1.650e+10,981.6818,2.80e-07,2.80e-07,6.02e-08,4.644308
2914,134,1972,,,,24052,1.953e+09,,.0001931,.0001931,.0000416,4.644308
2915,135,1972,,,,3132000,,,1.48e-06,1.48e-06,3.19e-07,4.644308
2916,136,1972,,,,6952383,3.344e+09,479.6596,6.68e-07,6.68e-07,1.44e-07,4.644308
2917,137,1972,,,,121593,,,.0000382,.0000382,8.22e-06,4.644308
2918,138,1972,,,,1.479e+08,3.796e+11,,3.14e-08,3.14e-08,6.76e-09,4.644308
2919,139,1972,,,,56395803,2.774e+11,4826.197,8.24e-08,8.24e-08,1.77e-08,4.644308
2920,140,1972,,,,22340,,,.0002079,.0002079,.0000448,4.644308
2921,141,1972,,,,2.527e+09,2.156e+12,,1.84e-09,1.84e-09,3.96e-10,4.644308
2922,142,1972,,,,1723445,,,2.69e-06,2.69e-06,5.80e-07,4.644308
2923,143,1972,,,,5893113,1.816e+09,,7.88e-07,7.88e-07,1.70e-07,4.644308
2924,144,1972,,,,302450,9.841e+08,3496.477,.0000154,.0000154,3.31e-06,4.644308
2925,145,1972,,,,28517301,,,1.63e-07,1.63e-07,3.51e-08,4.644308
2926,146,1972,,,,1.357e+08,1.993e+11,1441.877,3.42e-08,3.42e-08,7.37e-09,4.644308
2927,147,1972,,,,540724,,,8.59e-06,8.59e-06,1.85e-06,4.644308
2928,148,1972,,,,1356666,,,3.42e-06,3.42e-06,7.37e-07,4.644308
2929,149,1972,,,,14142,,,.0003284,.0003284,.0000707,4.644308
2930,150,1972,,,,9882718,,,4.70e-07,4.70e-07,1.01e-07,4.644308
2931,151,1972,,,,1217914,9.538e+08,738.8602,3.81e-06,3.81e-06,8.21e-07,4.644308
2932,152,1972,,,,852052.8,,,5.45e-06,5.45e-06,1.17e-06,4.644308
2933,153,1972,,,,4812216,9.749e+08,,9.65e-07,9.65e-07,2.08e-07,4.644308
2934,154,1972,,,,11460080,1.746e+10,1491.92,4.05e-07,4.05e-07,8.73e-08,4.644308
2935,156,1972,,,,2.319e+08,5.139e+12,22159.1,2.00e-08,2.00e-08,4.31e-09,4.644308
2936,157,1972,,,,829806,,,5.60e-06,5.60e-06,1.21e-06,4.644308
2937,158,1972,,,,119138,,,.000039,.000039,8.39e-06,4.644308
2938,159,1972,,,,4664739,2.099e+09,,9.96e-07,9.96e-07,2.14e-07,4.644308
2939,160,1972,,,,58829321,4.603e+10,,7.89e-08,7.89e-08,1.70e-08,4.644308
2940,161,1972,,,,2551425,4.535e+09,1617.728,1.82e-06,1.82e-06,3.92e-07,4.644308
2941,162,1972,,,,13328593,2.832e+11,21066.14,3.48e-07,3.48e-07,7.50e-08,4.644308
2942,163,1972,,,,1.817e+08,,,2.56e-08,2.56e-08,5.50e-09,4.644308
2943,164,1972,,,,3933004,1.040e+11,26136.49,1.18e-06,1.18e-06,2.54e-07,4.644308
2944,165,1972,,,,12060891,2.209e+09,,3.85e-07,3.85e-07,8.29e-08,4.644308
2945,166,1972,,,,2903900,,,1.60e-06,1.60e-06,3.44e-07,4.644308
2946,167,1972,,,,8.082e+08,1.382e+13,17095.4,5.75e-09,5.75e-09,1.24e-09,4.644308
2947,168,1972,,,,776379,4.542e+09,,5.98e-06,5.98e-06,1.29e-06,4.644308
2948,169,1972,,,,62532284,2.032e+10,325.5594,7.43e-08,7.43e-08,1.60e-08,4.644308
2949,170,1972,,,,1614985,5.103e+09,,2.88e-06,2.88e-06,6.19e-07,4.644308
2950,171,1972,,,,13953601,3.559e+10,2522.792,3.33e-07,3.33e-07,7.17e-08,4.644308
2951,172,1972,,,,37926125,3.287e+10,852.9337,1.22e-07,1.22e-07,2.64e-08,4.644308
2952,173,1972,,,,11853,,,.0003918,.0003918,.0000844,4.644308
2953,174,1972,,,,2576093,2.342e+09,,1.80e-06,1.80e-06,3.88e-07,4.644308
2954,175,1972,,,,33055650,,,1.40e-07,1.40e-07,3.03e-08,4.644308
2955,176,1972,,,,2817256,2.729e+10,,1.65e-06,1.65e-06,3.55e-07,4.644308
2956,177,1972,,,,15214618,,,3.05e-07,3.05e-07,6.57e-08,4.644308
2957,178,1972,,,,8630430,7.234e+10,8387.394,5.38e-07,5.38e-07,1.16e-07,4.644308
2958,179,1972,,,,2608887,2.011e+09,,1.78e-06,1.78e-06,3.83e-07,4.644308
2959,180,1972,,,,118279,,,.0000393,.0000393,8.45e-06,4.644308
2960,181,1972,,,,130390,,,.0000356,.0000356,7.67e-06,4.644308
2961,182,1972,,,,20657957,,,2.25e-07,2.25e-07,4.84e-08,4.644308
2962,183,1972,,,,1.319e+08,,,3.52e-08,3.52e-08,7.58e-09,4.644308
2963,184,1972,,,,3983659,8.363e+08,209.9387,1.17e-06,1.17e-06,2.51e-07,4.644308
2964,185,1972,,,,7.491e+08,1.977e+11,262.7786,6.20e-09,6.20e-09,1.34e-09,4.644308
2965,186,1972,,,,6342159,8.959e+10,,7.32e-07,7.32e-07,1.58e-07,4.644308
2966,187,1972,,,,10918137,6.072e+09,409.5118,4.25e-07,4.25e-07,9.16e-08,4.644308
2967,188,1972,,,,4485775,3.558e+09,779.3071,1.04e-06,1.04e-06,2.23e-07,4.644308
2968,189,1972,,,,2152000,1.246e+10,,2.16e-06,2.16e-06,4.65e-07,4.644308
2969,190,1972,,,,172599,,,.0000269,.0000269,5.79e-06,4.644308
2970,191,1972,,,,2637861,1.127e+09,420.0086,1.76e-06,1.76e-06,3.79e-07,4.644308
2971,192,1972,,,,3937583,8.882e+09,2235.24,1.18e-06,1.18e-06,2.54e-07,4.644308
2972,193,1972,,,,19394,3.998e+08,,.0002395,.0002395,.0000516,4.644308
2973,194,1972,,,,3490295,,,1.33e-06,1.33e-06,2.87e-07,4.644308
2974,195,1972,,,,7363634.4,,,6.31e-07,6.31e-07,1.36e-07,4.644308
2975,196,1972,,,,3.067e+08,2.649e+11,,1.51e-08,1.51e-08,3.26e-09,4.644308
2976,197,1972,,,,3.069e+08,2.652e+11,,1.51e-08,1.51e-08,3.26e-09,4.644308
2977,198,1972,,,,77543,,,.0000599,.0000599,.0000129,4.644308
2978,199,1972,,,,372614,,,.0000125,.0000125,2.68e-06,4.644308
2979,200,1972,,,,4596622,,,1.01e-06,1.01e-06,2.18e-07,4.644308
2980,201,1972,,,,1752233,,,2.65e-06,2.65e-06,5.71e-07,4.644308
2981,202,1972,,,,8122300,1.806e+11,22145.26,5.72e-07,5.72e-07,1.23e-07,4.644308
2982,203,1972,,,,472337,4.708e+08,,9.83e-06,9.83e-06,2.12e-06,4.644308
2983,204,1972,,,,56067.52,2.439e+08,,.0000828,.0000828,.0000178,4.644308
2984,205,1972,,,,6828765,5.933e+09,,6.80e-07,6.80e-07,1.46e-07,4.644308
2985,206,1972,,,,5924,,,.000784,.000784,.0001688,4.644308
2986,207,1972,,,,3816295,1.806e+09,336.9892,1.22e-06,1.22e-06,2.62e-07,4.644308
2987,208,1972,,,,2247575,1.030e+09,447.4954,2.07e-06,2.07e-06,4.45e-07,4.644308
2988,209,1972,,,,39057780,2.354e+10,596.9628,1.19e-07,1.19e-07,2.56e-08,4.644308
2989,210,1972,,,,3112041,,,1.49e-06,1.49e-06,3.21e-07,4.644308
2990,211,1972,,,,2318070,,,2.00e-06,2.00e-06,4.31e-07,4.644308
2991,213,1972,,,,86349,,,.0000538,.0000538,.0000116,4.644308
2992,214,1972,,,,968742,6.434e+09,6335.081,4.79e-06,4.79e-06,1.03e-06,4.644308
2993,215,1972,,,,5294324.9,7.356e+09,1339.878,8.77e-07,8.77e-07,1.89e-07,4.644308
2994,216,1972,,,,36475356,1.237e+11,,1.27e-07,1.27e-07,2.74e-08,4.644308
2995,217,1972,,,,7459,,,.0006226,.0006226,.0001341,4.644308
2996,218,1972,,,,14504939,,,3.20e-07,3.20e-07,6.89e-08,4.644308
2997,219,1972,,,,9988441,,,4.65e-07,4.65e-07,1.00e-07,4.644308
2998,220,1972,,,,47782683,,,9.72e-08,9.72e-08,2.09e-08,4.644308
2999,221,1972,,,,1.392e+09,1.637e+12,,3.34e-09,3.34e-09,7.18e-10,4.644308
3000,222,1972,,,,2821645,9.030e+09,3141.755,1.65e-06,1.65e-06,3.54e-07,4.644308
3001,223,1972,,,,2.099e+08,4.718e+12,22504.54,2.21e-08,2.21e-08,4.76e-09,4.644308
3002,224,1972,,,,12753995,,,3.64e-07,3.64e-07,7.84e-08,4.644308
3003,225,1972,,,,92465,1.856e+08,,.0000502,.0000502,.0000108,4.644308
3004,226,1972,,,,11478612,7.576e+10,,4.05e-07,4.05e-07,8.71e-08,4.644308
3005,227,1972,,,,76000,,,.0000611,.0000611,.0000132,4.644308
3006,228,1972,,,,44758083,,,1.04e-07,1.04e-07,2.23e-08,4.644308
3007,229,1972,,,,90824,,,.0000511,.0000511,.000011,4.644308
3008,230,1972,,,,790371.5,,,5.88e-06,5.88e-06,1.27e-06,4.644308
3009,231,1972,,,,3.840e+09,1.696e+13,4424.884,1.21e-09,1.21e-09,2.60e-10,4.644308
3010,232,1972,,,,147323,,,.0000315,.0000315,6.79e-06,4.644308
3011,233,1972,,,,6290197,,,7.38e-07,7.38e-07,1.59e-07,4.644308
3012,234,1972,,,,23126276,1.120e+11,4682.113,2.01e-07,2.01e-07,4.32e-08,4.644308
3013,236,1972,,,,4482567,4.563e+09,1009.794,1.04e-06,1.04e-06,2.23e-07,4.644308
3014,237,1972,,,,5573282,3.996e+09,,8.33e-07,8.33e-07,1.79e-07,4.644308
3015,339,1972,,,,3823781,,,1.21e-06,1.21e-06,2.62e-07,4.644308
3016,345,1972,,,,637603,,,7.28e-06,7.28e-06,1.57e-06,4.644308
3017,1,1973,,,,60239,,,.0000681,.0000681,.0000166,4.104814
3018,3,1973,,,,11966352,,,3.43e-07,3.43e-07,8.36e-08,4.104814
3019,4,1973,,,,6323057,,,6.49e-07,6.49e-07,1.58e-07,4.104814
3020,5,1973,,,,2309029,,,1.78e-06,1.78e-06,4.33e-07,4.104814
3021,7,1973,,,,382599,,,.0000107,.0000107,2.61e-06,4.104814
3022,8,1973,,,,25215328,1.022e+11,4073.477,1.63e-07,1.63e-07,3.97e-08,4.104814
3023,9,1973,,,,2705584,,,1.52e-06,1.52e-06,3.70e-07,4.104814
3024,10,1973,,,,29014,,,.0001415,.0001415,.0000345,4.104814
3025,11,1973,,,,67972,,,.0000604,.0000604,.0000147,4.104814
3026,12,1973,,,,13380000,2.506e+11,18710.65,3.07e-07,3.07e-07,7.47e-08,4.104814
3027,13,1973,,,,7586115,1.416e+11,18509.38,5.41e-07,5.41e-07,1.32e-07,4.104814
3028,14,1973,,,,5496061,,,7.47e-07,7.47e-07,1.82e-07,4.104814
3029,15,1973,,,,3582950,6.469e+08,,1.15e-06,1.15e-06,2.79e-07,4.104814
3030,16,1973,,,,9741720,1.914e+11,19765.13,4.21e-07,4.21e-07,1.03e-07,4.104814
3031,17,1973,,,,3110074,1.389e+09,446.6289,1.32e-06,1.32e-06,3.22e-07,4.104814
3032,18,1973,,,,5930487,1.264e+09,213.0884,6.92e-07,6.92e-07,1.69e-07,4.104814
3033,19,1973,,,,69751017,1.557e+10,224.3044,5.88e-08,5.88e-08,1.43e-08,4.104814
3034,20,1973,,,,8620967,,,4.76e-07,4.76e-07,1.16e-07,4.104814
3035,21,1973,,,,239860,,,.0000171,.0000171,4.17e-06,4.104814
3036,22,1973,,,,181489,3.397e+09,,.0000226,.0000226,5.51e-06,4.104814
3037,23,1973,,,,3841440,,,1.07e-06,1.07e-06,2.60e-07,4.104814
3038,24,1973,,,,9257272,,,4.43e-07,4.43e-07,1.08e-07,4.104814
3039,25,1973,,,,129294,1.779e+08,,.0000317,.0000317,7.73e-06,4.104814
3040,26,1973,,,,53800,2.141e+09,,.0000763,.0000763,.0000186,4.104814
3041,27,1973,,,,4540197,4.579e+09,1053.119,9.04e-07,9.04e-07,2.20e-07,4.104814
3042,28,1973,,,,1.032e+08,3.240e+11,3102.017,3.98e-08,3.98e-08,9.69e-09,4.104814
3043,29,1973,,,,242971,2.278e+09,,.0000169,.0000169,4.12e-06,4.104814
3044,30,1973,,,,148058,,,.0000277,.0000277,6.75e-06,4.104814
3045,31,1973,,,,324583,,,.0000126,.0000126,3.08e-06,4.104814
3046,32,1973,,,,765685,8.754e+08,,5.36e-06,5.36e-06,1.31e-06,4.104814
3047,33,1973,,,,1937323,8.996e+08,,2.12e-06,2.12e-06,5.16e-07,4.104814
3048,34,1973,,,,22369408,4.486e+11,19775.63,1.84e-07,1.84e-07,4.47e-08,4.104814
3049,35,1973,,,,6307347,,,6.51e-07,6.51e-07,1.59e-07,4.104814
3050,36,1973,,,,124728,,,.0000329,.0000329,8.02e-06,4.104814
3051,37,1973,,,,10100403,2.917e+10,2781.204,4.06e-07,4.06e-07,9.90e-08,4.104814
3052,38,1973,,,,8.819e+08,1.418e+11,,4.65e-09,4.65e-09,1.13e-09,4.104814
3053,39,1973,,,,6021405,8.772e+09,1382.578,6.82e-07,6.82e-07,1.66e-07,4.104814
3054,40,1973,,,,7327874,5.180e+09,609.6671,5.60e-07,5.60e-07,1.36e-07,4.104814
3055,41,1973,,,,1462767,1.844e+09,1565.095,2.81e-06,2.81e-06,6.84e-07,4.104814
3056,42,1973,,,,22924755,4.724e+10,2017.964,1.79e-07,1.79e-07,4.36e-08,4.104814
3057,43,1973,,,,247059,,,.0000166,.0000166,4.05e-06,4.104814
3058,44,1973,,,,301968,,,.0000136,.0000136,3.31e-06,4.104814
3059,45,1973,,,,1955790,5.504e+09,2739,2.10e-06,2.10e-06,5.11e-07,4.104814
3060,46,1973,,,,9176167,1.989e+10,2124.41,4.47e-07,4.47e-07,1.09e-07,4.104814
3061,47,1973,,,,10785,,,.0003806,.0003806,.0000927,4.104814
3062,48,1973,,,,635109,,,6.46e-06,6.46e-06,1.57e-06,4.104814
3063,49,1973,,,,9922266,,,4.14e-07,4.14e-07,1.01e-07,4.104814
3064,50,1973,,,,78936666,1.492e+12,18965.24,5.20e-08,5.20e-08,1.27e-08,4.104814
3065,51,1973,,,,190560,,,.0000215,.0000215,5.25e-06,4.104814
3066,52,1973,,,,71745,,,.0000572,.0000572,.0000139,4.104814
3067,53,1973,,,,5021861,1.360e+11,27410.24,8.17e-07,8.17e-07,1.99e-07,4.104814
3068,54,1973,,,,4909454,8.706e+09,1778.923,8.36e-07,8.36e-07,2.04e-07,4.104814
3069,55,1973,,,,15935594,3.334e+10,2076.196,2.58e-07,2.58e-07,6.28e-08,4.104814
3070,56,1973,,,,1.203e+09,2.873e+11,,3.41e-09,3.41e-09,8.31e-10,4.104814
3071,57,1973,,,,1.384e+09,2.738e+12,2000.466,2.97e-09,2.97e-09,7.23e-10,4.104814
3072,58,1973,,,,2.028e+08,,,2.02e-08,2.02e-08,4.93e-09,4.104814
3073,59,1973,,,,7.557e+08,8.022e+12,10572.73,5.43e-09,5.43e-09,1.32e-09,4.104814
3074,60,1973,,,,6557257,1.354e+10,2000.346,6.26e-07,6.26e-07,1.53e-07,4.104814
3075,61,1973,,,,38733784,1.632e+10,414.5401,1.06e-07,1.06e-07,2.58e-08,4.104814
